id,nama,email,no_hp,tanggal_daftar,status
"844,""dr. Laswi Firgantoro, S.Pd"",mulyonopratama@cv.biz.id,+62-093-157-1408,25/01/2025,aktive"
845,dr. Karja Hardiansyah,lala37@cv.net,+62 (88) 528 7698,03/07/2025,banned
846,Endah Anggraini,raden08@pt.net.id,+62 (61) 129 6051,10/02/2025,banned
"847,""Tania Sudiati, S.I.Kom"",ellanasyidah@pd.or.id,+62 (878) 331 3488,01/03/2025,aktive"
"848,""Iriana Hartati, S.E.I"",safinasiregar@cv.biz.id,(0454) 069-6216,2023-08-30,inactive"
"849,""Drs. Latif Winarsih, S.Kom"",umayhasanah@gmail.com,+62 (0928) 103-9611,2025-02-03,inactive"
"850,""Restu Damanik, S.Pt"",anggrainidevi@gmail.com,+62-687-985-4760,2026-01-04,aktive"
851,Marsudi Suryatmi,uyainahjasmani@ud.co.id,+62-741-950-5163,2023-04-26,active
"852,""Malik Wastuti, M.TI."",nababansaadat@gmail.com,+62 (034) 220-1800,2026-02-08,banned"
"853,""R.A. Lili Pangestu, S.H."",permadidanang@yahoo.com,(0781) 717 0933,12-07-25,aktive"
854,Dimas Ramadan,adikara17@hotmail.com,+62-157-022-3672,24-12-24,active
855,Cinta Palastri,karimaniswahyudi@gmail.com,+62 (080) 324-6148,08/09/2025,banned
856,Dt. Ganjaran Nababan,ynurdiyanti@hotmail.com,(0566) 111-6762,08-03-25,aktive
857,Legawa Prasasta,umarirawan@perum.ac.id,+62 (0074) 389 3697,31-01-23,Active
858,Gangsar Prakasa,nkusumo@yahoo.com,+62 (001) 647 7799,25/06/2024,aktive
859,Mala Zulaika,winarnomariadi@perum.biz.id,(022) 741 3169,16/02/2023,aktive
860,Hj. Carla Sihombing,jaeman17@cv.mil,+62-543-290-3821,20/04/2024,inactive
861,Asirwada Winarno,edison76@yahoo.com,+62 (0409) 800-9783,15-09-24,banned
"862,""Qori Usamah, S.Pd"",irawanfarhunnisa@cv.web.id,+62-0413-182-1510,02-11-25,Active"
"863,""Galar Rahimah, M.Farm"",ewijaya@perum.go.id,+62-015-687-2466,2024-09-11,Active"
864,Farhunnisa Palastri,xsusanti@yahoo.com,+62 (159) 438 1527,2026-01-31,aktive
"865,""Jessica Agustina, M.Farm"",tgunarto@gmail.com,(099) 355 9732,23/01/2025,Active"
"866,""Umar Gunawan, M.Pd"",vino89@yahoo.com,+62-799-998-3868,2026-01-23,active"
"867,""Maimunah Hasanah, S.Ked"",uusada@ud.ponpes.id,+62-044-846-0629,2023-11-10,inactive"
868,Perkasa Firgantoro,gsudiati@ud.co.id,+62-070-052-3811,2024-01-21,banned
"869,""Ir. Damu Sihombing, S.T."",labuhpermata@yahoo.com,+62-0077-138-4201,2025-01-21,inactive"
"870,""T. Jaga Uwais, S.H."",naradi47@pd.mil.id,+62 (31) 589-3252,2024-08-20,inactive"
871,Cakrajiya Natsir,ridwan84@hotmail.com,+62 (00) 396-5585,31-03-26,inactive
872,Candrakanta Siregar,emas56@perum.com,+62 (09) 669-3704,13-06-25,aktive
873,Ayu Mahendra,suryatmimujur@perum.ac.id,+62-0190-625-5593,2025-06-10,active
874,Galiono Prakasa,simanjuntakreza@yahoo.com,+62 (096) 436-6779,18-10-25,Active
"875,""Yunita Prasetya, S.IP"",setiawandagel@yahoo.com,+62 (011) 169-3637,2025-10-13,Active"
"876,""drg. Amelia Pradana, M.Ak"",galihhasanah@ud.int,+62 (0605) 454 1173,2023-10-20,inactive"
"877,""Johan Tamba, S.Ked"",pertiwimarsito@ud.mil,+62 (31) 776 8078,23/05/2023,banned"
878,Eja Rahmawati,pangestuvero@perum.net.id,(0778) 011-0018,2024-05-20,active
"879,""Puti Rahmi Yolanda, S.T."",luhung15@yahoo.com,0886479766,2024-09-19,inactive"
"880,""Zizi Wahyuni, M.TI."",hastuticici@yahoo.com,+62-020-438-5053,2025-07-01,Active"
"881,""dr. Harsaya Puspita, S.IP"",jaswadiyuniar@ud.edu,(0976) 710-5891,03/01/2023,active"
882,Ana Hasanah,aprasetya@cv.go.id,+62 (0444) 720 8933,2024-12-14,Active
883,Amalia Suryatmi,ana76@gmail.com,086 106 7510,13/04/2024,Active
884,Alambana Waluyo,mangunsongdanuja@gmail.com,(010) 093-3061,2023-01-19,Active
885,Baktiadi Rahmawati,prasetyakartika@yahoo.com,+62 (0936) 350 7979,13/12/2023,inactive
886,Candra Hidayat,mulyanainggolan@hotmail.com,+62 (0428) 520-3545,26-03-24,active
887,Janet Pangestu,rajasazizi@pd.ac.id,+62 (801) 266 8665,2024-03-12,inactive
888,Ridwan Habibi,melanidiana@perum.mil.id,+62 (14) 842-7524,2024-05-14,active
889,Dewi Hassanah,prabunovitasari@hotmail.com,(0454) 792-5433,05-06-24,active
"890,""Sadina Siregar, S.E."",yosef24@pt.desa.id,+62 (243) 872 6011,01/03/2024,banned"
"891,""drg. Hamzah Hakim, M.TI."",tarihorancatur@ud.ponpes.id,(064) 022 2117,16/12/2025,banned"
892,Pranawa Najmudin,tprastuti@cv.desa.id,+62 (081) 035 6159,11/04/2024,active
893,Tari Setiawan,pranowocaraka@perum.my.id,+62 (32) 551-3910,2024-12-28,banned
894,Jasmani Winarno,carubmarbun@pd.desa.id,+62 (074) 707 8602,06/10/2025,Active
"895,""R.A. Nova Mulyani, S.Farm"",asmannashiruddin@pd.ac.id,+62-557-863-3203,2023-04-09,aktive"
896,Adiarja Yuniar,vero83@yahoo.com,+62 (0999) 030 8534,29-09-23,banned
897,Unjani Wulandari,riyantizaenab@ud.ponpes.id,+62 (892) 027-5792,03-07-24,active
898,Genta Uwais,hasnasimanjuntak@ud.com,(0300) 610 8659,02-02-26,active
899,Paulin Saefullah,agusprakasa@pt.mil.id,084 343 8679,18/01/2024,aktive
900,Cindy Mansur,prayogaendra@pd.biz.id,+62 (194) 843 7598,04-07-23,Active
"901,""Hj. Zahra Narpati, M.TI."",jelita36@pd.web.id,085 921 1367,04/03/2024,banned"
"902,""Halima Wulandari, S.E.I"",endahnababan@cv.id,+62-827-890-3825,29/03/2026,banned"
903,Tgk. Clara Sitompul,irwan18@cv.or.id,(0936) 059-4532,2026-01-27,banned
"904,""Bagiya Permadi, M.TI."",agustinaintan@gmail.com,+62 (098) 688-3472,06-08-25,aktive"
905,Tgk. Wahyu Yuliarti,enteng00@cv.go.id,+62-048-082-3093,20-12-24,Active
906,Rahmi Kusumo,pangeranwaskita@hotmail.com,+62 (044) 463 8879,15/10/2025,aktive
907,Janet Anggraini,pratamakala@pd.desa.id,(088) 897-6988,02/11/2025,Active
908,Yuliana Damanik,ltarihoran@hotmail.com,+62 (62) 910 8943,09-11-23,aktive
909,Bagus Haryanto,aryanibanara@cv.go.id,+62-058-212-0947,2023-11-21,aktive
910,Darman Simanjuntak,cinthiatarihoran@perum.biz.id,+62 (64) 487-2079,29/11/2025,banned
911,Ir. Fitriani Waskita,ejaagustina@yahoo.com,+62 (87) 497-5752,2024-02-05,active
912,Ganda Prasetyo,baktiantonajmudin@cv.or.id,+62 (753) 531 3937,01-08-25,banned
913,dr. Kayla Haryanto,ipurwanti@ud.co.id,(0111) 668-1740,28/12/2025,banned
914,Sutan Bakiman Waskita,melanimala@ud.sch.id,(0720) 221 8197,03-12-23,inactive
915,Hj. Yessi Astuti,nasrullah10@hotmail.com,+62-83-689-6927,26-04-23,banned
916,Jati Habibi,vkusmawati@hotmail.com,+62-0090-765-3411,25/04/2026,Active
"917,""R.A. Maya Zulkarnain, S.Sos"",asmadi60@hotmail.com,+62 (0254) 256 3341,03-05-25,Active"
918,Muhammad Firgantoro,putraprakosa@hotmail.com,+62 (40) 086 8722,2025-06-02,banned
919,Shakila Palastri,hidayantokalim@pd.com,+62-006-184-2384,2024-11-01,banned
"920,""Dariati Pangestu, M.Kom."",prasetyasitumorang@hotmail.com,+62 (080) 421 9949,2024-06-11,inactive"
"921,""T. Luwes Wulandari, S.Sos"",pertiwiradit@cv.web.id,080 626 9262,21/05/2023,Active"
922,Hj. Paris Hariyah,zaenab32@gmail.com,+62-223-211-3298,06-01-26,inactive
"923,""Adiarja Tarihoran, S.Farm"",radensamosir@gmail.com,(001) 694 5609,2025-04-26,banned"
924,Kania Rajata,astutiputi@gmail.com,+62 (092) 621 0702,2023-07-28,Active
925,Jane Simanjuntak,yadriansyah@hotmail.com,+62 (263) 949 8966,2023-05-02,Active
926,Cawuk Winarsih,cpudjiastuti@gmail.com,+62 (061) 004-6106,2023-06-29,Active
927,Karna Kuswoyo,limarlaksita@gmail.com,+62 (0444) 492 0615,2023-02-14,aktive
928,Tirtayasa Purnawati,leo78@ud.edu,081 510 5396,23/11/2025,active
929,Irsad Hutasoit,jane01@ud.gov,+62 (058) 627-7683,02-04-26,Active
930,Cut Elma Widiastuti,randriani@yahoo.com,(062) 804-1150,2025-04-23,active
931,Puti Dinda Suryono,titin29@yahoo.com,(068) 126 7267,25-01-26,Active
932,Humaira Farida,opadmasari@yahoo.com,+62 (81) 162 6651,07-02-25,active
933,Dartono Prasetya,ginawaluyo@hotmail.com,+62-834-126-7723,26-08-23,inactive
934,Karna Lailasari,laswi21@gmail.com,+62-86-057-1201,2025-11-28,Active
"935,""dr. Asmadi Permata, S.Psi"",waluyonasyiah@yahoo.com,+62 (016) 651-2150,08/02/2025,inactive"
936,Jessica Puspita,xsinaga@yahoo.com,+62 (07) 366 8110,2023-07-06,inactive
937,Bahuraksa Situmorang,jefri31@yahoo.com,+62 (0577) 755-5212,19-09-25,active
938,Janet Andriani,sudiatihasim@yahoo.com,+62 (0017) 928 6635,2026-03-06,active
939,Rizki Mandala,swahyudin@pd.sch.id,0805088027,09/08/2023,aktive
"940,""R. Violet Rajasa, S.E."",edi89@hotmail.com,089 513 6204,24/03/2024,aktive"
941,Rendy Purwanti,pmaryati@gmail.com,(0168) 916 8202,18/10/2025,Active
942,Anita Prasetyo,pradiptabudi@gmail.com,+62 (31) 787-3211,2025-12-08,aktive
943,Ida Sihombing,zalindrahalim@hotmail.com,+62-384-954-7191,02/02/2023,Active
944,Padmi Dongoran,artawan90@yahoo.com,(0532) 142-3821,13-08-25,aktive
945,Lili Mandala,septi83@pd.web.id,(015) 058-1468,15-03-23,inactive
"946,""Ana Pangestu, S.Gz"",kusumoibrani@ud.gov,+62 (697) 456 4385,11/01/2025,Active"
947,Dartono Pratiwi,dariatisuryatmi@gmail.com,+62-099-159-2344,02-02-25,active
948,Kania Pudjiastuti,uprakasa@hotmail.com,+62 (666) 670 1739,03-07-23,aktive
"949,""dr. Prayogo Uyainah, S.Pt"",gaimanharyanti@hotmail.com,+62 (0381) 800-0738,2024-08-31,inactive"
950,Amalia Wastuti,gangsar96@cv.desa.id,+62 (064) 483 7250,03/06/2023,banned
951,Murti Prayoga,jarwa46@ud.web.id,+62 (99) 868-3924,15-12-25,Active
952,Ir. Citra Hariyah,labuh11@perum.web.id,(0887) 018 2964,18-04-23,active
953,Simon Latupono,marbunnasab@cv.com,(0569) 120-4277,2024-01-11,aktive
"954,""Dr. Tania Wasita, S.T."",galihjailani@hotmail.com,(049) 800-7133,24-01-26,aktive"
955,Salimah Hidayat,rosman59@yahoo.com,085 516 5041,17/09/2023,banned
956,Shakila Irawan,wsantoso@yahoo.com,+62 (129) 373-1864,2023-12-12,Active
"957,""Dr. Utama Prasetyo, M.Ak"",vzulaika@cv.net.id,+62 (864) 231 2619,26/08/2025,banned"
958,Dacin Hutasoit,nataliamandasari@cv.net,(0443) 110 1782,2024-04-23,active
959,Lasmono Widodo,omegantara@gmail.com,(0297) 533-9917,10/04/2026,inactive
960,R.A. Iriana Habibi,rahmansihotang@ud.ac.id,(0628) 845 5474,20-10-25,Active
"961,""Dr. Oliva Budiyanto, S.Sos"",pmelani@gmail.com,+62-064-065-9394,01-02-23,aktive"
962,Reza Najmudin,utamiarta@yahoo.com,+62-080-792-4938,03-10-24,inactive
963,Dirja Narpati,jayengfirmansyah@yahoo.com,+62-289-973-0939,14-07-23,active
964,Salsabila Mayasari,fsitumorang@yahoo.com,087 765 1724,2023-06-21,aktive
965,Tgk. Halima Prasetyo,adika21@cv.ponpes.id,+62 (0147) 925 0312,15/09/2025,aktive
966,Vivi Kurniawan,raina84@perum.sch.id,+62 (0280) 898 3106,2024-07-10,Active
967,Hani Saefullah,mandasariulva@pt.com,+62 (0537) 470-8343,2024-12-08,inactive
968,Tantri Purwanti,mangunsongendah@pd.int,087 655 4565,21/02/2023,active
969,Halim Mandala,martaka05@hotmail.com,+62 (0277) 958-7520,05-02-25,Active
970,Faizah Pratiwi,santosocinthia@hotmail.com,+62-360-923-6031,2024-06-03,aktive
971,Ibrahim Yolanda,ciaobellapalastri@cv.co.id,+62 (64) 498-8062,09-10-25,active
972,T. Endra Sitorus,agustinaadikara@ud.co.id,+62-0249-567-1130,2023-10-29,banned
973,Putri Usamah,kasim72@pt.com,(0935) 455 9285,22/07/2023,aktive
974,Umi Utama,hardianto@pt.co.id,080 608 5509,03-04-24,inactive
975,Eva Simbolon,kurniapranowo@cv.org,+62 (097) 070-6602,02-01-25,aktive
976,Melinda Puspasari,usamahlanang@perum.mil,+62 (052) 879-5869,24/06/2024,active
"977,""Vera Uyainah, S.Gz"",qnashiruddin@pd.my.id,+62 (0905) 053-4735,2025-04-26,Active"
"978,""Galur Hutagalung, M.Pd"",sakura52@hotmail.com,+62 (75) 940-2565,06-03-25,banned"
"979,""R.A. Juli Hakim, M.TI."",perkasa22@gmail.com,+62 (0891) 003-2006,23/02/2023,aktive"
980,Prayoga Mansur,tirtanasyiah@gmail.com,+62 (35) 769 8035,19-06-24,inactive
981,Karna Purnawati,nadineuwais@yahoo.com,+62 (0194) 834 8138,15-03-25,inactive
982,Kamaria Hutasoit,yuniwibisono@pd.id,083 730 1148,22/05/2023,banned
"983,""Olga Yuniar, S.Pt"",julialestari@gmail.com,(0584) 158-9849,17/01/2023,Active"
984,Waluyo Nurdiyanti,parmanyuniar@cv.net.id,+62-093-763-9101,16/08/2024,aktive
985,Elvin Riyanti,wuyainah@ud.sch.id,+62 (0461) 406 0684,2024-11-09,Active
986,Kawaya Aryani,ssihotang@ud.gov,(0966) 209-0931,2025-10-28,active
987,Lutfan Santoso,legawa87@yahoo.com,+62 (626) 899-2889,06/07/2023,banned
988,Sari Usamah,fitriani33@ud.org,+62 (0732) 309-0908,04/04/2026,aktive
989,Ajeng Kusmawati,kadirnatsir@pd.net.id,(078) 881 1983,06-02-24,Active
990,Asmuni Zulkarnain,mtamba@hotmail.com,(0053) 280 6104,11-10-25,active
991,Fathonah Novitasari,kuntharapertiwi@yahoo.com,+62 (422) 030-7500,16-08-25,banned
992,Enteng Wijayanti,wulandaribakiono@cv.edu,(0709) 939 5986,19/12/2025,aktive
993,Syahrini Mustofa,kbudiyanto@yahoo.com,0822021862,31/03/2023,aktive
994,Cakrabuana Mahendra,eva64@gmail.com,0833099213,30-01-23,active
995,Among Nainggolan,manullangraden@yahoo.com,+62 (09) 238 6689,14/11/2024,inactive
996,Novi Wulandari,dirjawastuti@pt.web.id,+62 (099) 287-5534,19/09/2025,inactive
997,R. Dodo Putra,mangunsonganom@pd.co.id,(0361) 381-9484,2023-06-15,aktive
998,Asmuni Waskita,iswahyudinabila@hotmail.com,0807097158,23/10/2025,active
"999,""Harjasa Samosir, M.M."",jasminmegantara@cv.my.id,+62-736-192-8451,25-08-25,inactive"
1000,Satya Hartati,hendrisihombing@gmail.com,+62 (80) 822-3147,22-12-25,active
